Word,Documents (With Count)
grave,"[(13, 1), (25, 1), (27, 3), (51, 1), (80, 1), (93, 1), (121, 1), (128, 1), (137, 1), (138, 1), (160, 1), (166, 4), (172, 1), (192, 1), (294, 1), (379, 1), (398, 1), (407, 2), (429, 1), (448, 1), (454, 1), (457, 3), (477, 2), (518, 1), (525, 1), (534, 1), (545, 1), (552, 1), (566, 1), (627, 1)]"
estabilizar,"[(252, 1)]"
sociólogo,"[(172, 1), (345, 1), (455, 1)]"
submeteu-se,"[(429, 1)]"
antifa,"[(171, 6), (271, 1)]"
falemos,"[(273, 1)]"
funcionou,"[(207, 1)]"
responder,"[(17, 1), (28, 1), (40, 1), (212, 3), (223, 1), (250, 1), (277, 1), (306, 1), (398, 1), (465, 1), (566, 1), (577, 1), (593, 1)]"
respondeu,"[(28, 1), (72, 1), (193, 2), (249, 1), (277, 1), (327, 1), (360, 1), (362, 1), (417, 1), (577, 2), (581, 1), (593, 1), (625, 1)]"
sustentam,"[(448, 1)]"
aprimoramento,"[(166, 3), (505, 1)]"
lacuna,"[(251, 1)]"
ativa,"[(195, 2), (236, 1), (309, 1), (324, 1), (379, 1), (404, 1), (448, 1), (505, 2)]"
mínima,"[(137, 1), (210, 1), (214, 1), (232, 1), (301, 1), (304, 1), (316, 1), (551, 1)]"
televisivo,"[(306, 1), (566, 1)]"
desejava,"[(360, 1)]"
cochilo,"[(579, 1)]"
citá-lo,"[(164, 1)]"
espetáculo,"[(56, 1), (278, 2), (486, 1), (555, 1)]"
ativo,"[(108, 1), (289, 1)]"
mínimo,"[(17, 2), (19, 1), (108, 2), (124, 1), (138, 1), (145, 1), (149, 2), (157, 1), (160, 1), (179, 1), (182, 1), (194, 1), (195, 1), (210, 3), (232, 3), (252, 1), (255, 1), (266, 1), (288, 6), (340, 1), (376, 1), (380, 1), (486, 1), (492, 1), (534, 1), (551, 1), (572, 1)]"
segurança,"[(25, 1), (61, 4), (76, 2), (86, 1), (99, 1), (113, 4), (119, 2), (123, 1), (126, 6), (130, 3), (134, 2), (137, 1), (158, 1), (165, 1), (179, 1), (212, 1), (229, 3), (249, 1), (251, 1), (252, 1), (283, 3), (289, 2), (300, 1), (345, 5), (358, 3), (367, 2), (376, 1), (407, 1), (448, 4), (454, 1), (457, 2), (466, 1), (477, 2), (480, 1), (520, 2), (525, 1), (545, 1), (572, 1), (573, 1), (583, 2), (627, 1)]"
aida,"[(496, 1)]"
promete,"[(55, 1), (195, 1), (590, 1), (608, 1)]"
elegeu,"[(379, 1), (404, 1)]"
protestando,"[(276, 1)]"
formadas,"[(130, 1), (566, 1)]"
exigindo,"[(132, 1), (158, 1), (278, 1), (324, 1), (602, 1)]"
lideranças,"[(37, 1), (104, 1), (138, 2), (249, 1), (526, 1)]"
aceitamos,"[(285, 1)]"
madeira,"[(40, 1), (270, 1)]"
campeonato,"[(127, 2)]"
afrânio,"[(133, 3), (224, 3), (254, 1), (465, 1)]"
encontravam,"[(61, 1), (76, 1)]"
benesses,"[(404, 1)]"
jessé,"[(146, 2)]"
realizado,"[(27, 1), (52, 1), (82, 1), (104, 1), (113, 1), (166, 1), (566, 1), (603, 1)]"
assaltadas,"[(345, 1)]"
choppinho,"[(68, 1)]"
zaidan,"[(179, 2)]"
posicionamentos,"[(99, 1), (283, 1), (545, 1)]"
leitora,"[(560, 1)]"
depositado,"[(593, 1)]"
depositada,"[(113, 1)]"
gestões,"[(122, 1)]"
merenda,"[(166, 1)]"
marllon,"[(289, 4)]"
marinho,"[(99, 1), (179, 1), (185, 1)]"
aprimorar,"[(63, 1), (158, 1)]"
barco,"[(278, 1), (331, 1)]"
papéis,"[(273, 1)]"
desaparecer,"[(219, 1)]"
declarada,"[(137, 1), (289, 1)]"
expulsão,"[(3, 1), (471, 1)]"
póstumas,"[(236, 1)]"
pós-abolição,"[(433, 1)]"
fotográficos,"[(249, 1)]"
combatentes,"[(64, 1)]"
queiramos,"[(214, 1), (465, 1), (470, 1)]"
parâmetros,"[(17, 1), (102, 1), (562, 1), (593, 1)]"
façam,"[(76, 1), (126, 1), (531, 1)]"
destacam,"[(19, 1)]"
share,"[(332, 2), (449, 1)]"
mário,"[(179, 2), (248, 2), (433, 1)]"
exercito,"[(291, 1), (572, 1)]"
espantado,"[(104, 1)]"
carnelós,"[(164, 1)]"
reagissem,"[(104, 1), (457, 1)]"
reduzindo,"[(273, 1)]"
almoço,"[(514, 1), (526, 1), (596, 1)]"
ignorados,"[(17, 1)]"
propriedade,"[(51, 3), (59, 1), (62, 1), (103, 2), (121, 1), (127, 1), (207, 1), (208, 1), (229, 2), (327, 1), (513, 1), (566, 1)]"
tentamos,"[(27, 2), (207, 1)]"
janeirooposição,"[(583, 1)]"
jovem,"[(63, 1), (88, 1), (108, 1), (158, 2), (160, 1), (207, 1), (249, 3), (252, 1), (294, 1), (360, 2), (501, 1), (517, 1), (573, 1), (577, 1), (631, 1)]"
reclamação,"[(57, 1), (306, 1)]"
madalena,"[(108, 2)]"
segmento,"[(201, 1), (502, 1)]"
youtub,"[(208, 1)]"
enterraram,"[(384, 1), (573, 1)]"
reminiscência,"[(302, 1)]"
significado,"[(102, 3), (146, 1), (237, 1), (331, 1), (376, 1), (466, 1)]"
sensibilidades,"[(27, 1)]"
jurisprudencial,"[(62, 1)]"
leitos,"[(568, 3)]"
distribuição,"[(37, 1), (51, 1), (99, 1), (119, 1), (122, 1), (128, 1), (158, 1), (179, 1), (210, 1), (252, 2), (517, 1), (583, 1), (593, 1)]"
contrair,"[(525, 1)]"
buzinaços,"[(248, 1), (298, 1)]"
fique,"[(252, 1), (266, 1)]"
dicotomia,"[(602, 1)]"
torturas,"[(27, 1), (61, 2), (179, 2), (192, 1), (208, 1), (236, 1), (380, 1)]"
torturar,"[(179, 1), (219, 1)]"
não-repetição,"[(192, 1)]"
olhar,"[(27, 1), (123, 1), (133, 1), (137, 1), (207, 1), (249, 3), (260, 1), (304, 1), (433, 1), (478, 1), (480, 1), (559, 3), (581, 1)]"
consentisse,"[(57, 1)]"
sentido,"[(30, 1), (55, 3), (57, 1), (62, 3), (102, 5), (112, 2), (137, 1), (138, 2), (174, 1), (192, 2), (208, 1), (212, 1), (223, 5), (224, 1), (239, 1), (249, 2), (266, 1), (283, 1), (306, 1), (316, 1), (324, 1), (354, 1), (367, 1), (376, 1), (398, 1), (407, 1), (424, 2), (488, 1), (519, 8), (559, 1), (570, 1), (572, 2), (585, 1), (606, 1), (627, 1)]"
alvinegro,"[(127, 1), (171, 1)]"
rondas,"[(132, 1)]"
falou,"[(27, 1), (46, 1), (82, 1), (174, 1), (192, 1), (219, 1), (224, 1), (252, 1), (268, 1), (276, 1), (306, 2), (355, 1), (388, 1), (443, 1), (458, 1), (508, 1), (532, 1), (548, 1), (581, 1), (603, 1), (615, 1), (627, 1)]"
sanguinárias,"[(236, 1), (316, 1)]"
localizados,"[(25, 1)]"
protocolada,"[(185, 1)]"
depende,"[(210, 1), (256, 1), (316, 1), (398, 3), (502, 1), (520, 2), (596, 1)]"
atribuía,"[(345, 1)]"
cancelar,"[(162, 1), (306, 1)]"
distante,"[(103, 1), (526, 1), (552, 2), (554, 1), (579, 1)]"
tornou,"[(13, 1), (17, 1), (27, 1), (51, 1), (133, 1), (138, 1), (207, 2), (378, 1), (394, 1), (404, 1), (502, 1), (525, 1), (531, 1), (540, 1), (548, 1), (577, 1), (590, 1), (631, 1)]"
dividir,"[(177, 1), (346, 1), (544, 1), (599, 1), (615, 1)]"
aproveitando,"[(525, 2)]"
repostados,"[(250, 1)]"
pinochetista,"[(210, 1)]"
instituída,"[(531, 1)]"
horários,"[(146, 1), (201, 1)]"
gravidez,"[(57, 1)]"
atroz,"[(27, 1), (61, 1), (433, 1)]"
�ado,"[(27, 1)]"
pegaram,"[(55, 1)]"
móvel,"[(579, 1)]"
escalões,"[(283, 1), (379, 1)]"
raciocínio,"[(236, 1)]"
propo,"[(27, 1)]"
buzzfeednewsbr,"[(47, 2)]"
bate-pronto,"[(277, 1)]"
atue,"[(590, 1)]"
adiantando,"[(278, 1)]"
emenda,"[(99, 1), (166, 1), (195, 1), (248, 4), (288, 1), (505, 1), (551, 1), (568, 1)]"
atua,"[(283, 2), (376, 1), (465, 1)]"
generosa,"[(542, 1)]"
méritos,"[(263, 1), (613, 1)]"
agroecológico,"[(252, 1)]"
conquistadas,"[(613, 1)]"
estúpida,"[(15, 1)]"
comunidades,"[(162, 1), (249, 1), (568, 4), (582, 1)]"
irregulares,"[(229, 1)]"
nicolas,"[(17, 1), (573, 1)]"
automático,"[(252, 1)]"
sapato,"[(3, 1), (162, 1), (545, 1)]"
tomados,"[(183, 1)]"
denunciada,"[(146, 1)]"
afirmou,"[(6, 1), (13, 1), (25, 1), (28, 2), (34, 1), (52, 1), (57, 1), (64, 1), (76, 2), (108, 3), (113, 1), (138, 1), (158, 1), (167, 1), (219, 1), (226, 1), (229, 3), (235, 1), (255, 1), (276, 1), (282, 1), (289, 1), (297, 1), (331, 2), (388, 1), (397, 1), (407, 1), (437, 1), (457, 2), (466, 1), (514, 1), (518, 1), (525, 1), (526, 2), (531, 1), (546, 2), (551, 1), (555, 1), (577, 2), (590, 3), (593, 1), (606, 1), (628, 1)]"
ex-esposa,"[(60, 1)]"
atropelada,"[(57, 1)]"
mtst,"[(320, 1), (513, 1)]"
elaborado,"[(76, 1), (137, 1), (179, 1), (520, 1)]"
subcontratou,"[(76, 1)]"
incultos,"[(297, 1)]"
escritores,"[(427, 1)]"
marginalizar,"[(145, 1)]"
termo,"[(48, 1), (128, 1), (130, 1), (137, 1), (174, 1), (229, 1), (238, 1), (249, 1), (324, 1), (433, 1), (545, 1), (554, 1), (577, 1)]"
cardiologista,"[(179, 1)]"
terapêuticas,"[(568, 4)]"
desrespeitoso,"[(68, 1)]"
elaborada,"[(37, 1), (160, 1), (551, 1)]"
terrível,"[(57, 1), (219, 1)]"
cor,"[(33, 1), (167, 1), (289, 1), (613, 1)]"
operador,"[(212, 1), (255, 1), (294, 3), (368, 1)]"
misoginia,"[(86, 1)]"
mercosul,"[(585, 2)]"
ahora,"[(537, 1)]"
traria,"[(466, 1)]"
comportou,"[(294, 1)]"
quererá,"[(316, 1)]"
mandando,"[(319, 1), (397, 1), (446, 1), (544, 1), (586, 1)]"
domiciliar,"[(195, 1), (249, 1)]"
autosuficiência,"[(502, 1)]"
rendendo,"[(158, 1)]"
serafinipsol,"[(275, 1)]"
doente,"[(256, 1), (478, 1), (492, 1)]"
até,"[(10, 2), (13, 1), (17, 2), (19, 1), (25, 1), (28, 1), (30, 3), (33, 2), (37, 2), (46, 2), (48, 1), (51, 2), (52, 1), (55, 1), (57, 2), (60, 1), (62, 6), (68, 1), (70, 1), (76, 4), (80, 1), (82, 7), (93, 1), (96, 2), (103, 2), (104, 1), (105, 2), (108, 2), (113, 1), (114, 1), (118, 3), (119, 2), (121, 2), (122, 1), (124, 1), (126, 1), (127, 3), (128, 1), (130, 1), (132, 2), (134, 2), (135, 1), (137, 3), (138, 3), (153, 2), (160, 1), (166, 1), (167, 2), (171, 1), (172, 1), (174, 3), (177, 1), (179, 6), (182, 2), (185, 1), (192, 1), (195, 1), (198, 1), (200, 1), (201, 1), (207, 2), (208, 2), (210, 1), (214, 2), (223, 4), (224, 1), (229, 3), (232, 1), (235, 1), (236, 2), (237, 1), (238, 2), (239, 1), (243, 2), (248, 1), (249, 1), (250, 1), (252, 2), (255, 1), (260, 1), (263, 1), (268, 1), (273, 1), (277, 1), (278, 1), (289, 5), (292, 1), (301, 1), (304, 2), (315, 1), (316, 2), (319, 1), (323, 1), (324, 2), (327, 1), (340, 1), (345, 1), (360, 2), (367, 1), (368, 1), (372, 3), (373, 1), (376, 1), (379, 3), (384, 1), (393, 1), (398, 1), (403, 2), (404, 1), (406, 2), (409, 3), (418, 1), (421, 1), (429, 1), (442, 1), (449, 2), (451, 1), (455, 1), (457, 4), (465, 1), (470, 1), (471, 1), (477, 1), (480, 1), (484, 1), (488, 3), (496, 1), (505, 1), (506, 2), (508, 2), (516, 1), (519, 1), (525, 10), (526, 1), (530, 1), (531, 1), (534, 1), (542, 1), (543, 1), (544, 1), (545, 5), (546, 1), (549, 1), (552, 1), (557, 1), (559, 1), (560, 1), (561, 1), (566, 1), (568, 2), (573, 3), (577, 3), (579, 3), (583, 1), (586, 2), (590, 1), (593, 1), (599, 1), (602, 1), (611, 1), (613, 1), (623, 1), (627, 1), (628, 1), (629, 1), (631, 1), (633, 3)]"
tona,"[(121, 1), (302, 1), (360, 1), (460, 1)]"
tentativas,"[(27, 1), (103, 1), (583, 1)]"
noiva,"[(554, 1)]"
referência,"[(19, 1), (57, 2), (82, 1), (130, 1), (163, 1), (172, 1), (238, 1), (252, 1), (302, 1), (323, 1), (424, 2), (446, 1), (462, 1), (486, 1), (514, 2), (518, 1), (519, 1), (560, 1), (566, 1)]"
regalias,"[(63, 1)]"
atolado,"[(219, 1), (255, 1)]"
estrago,"[(59, 1), (174, 1)]"
nesses,"[(55, 1), (56, 1), (118, 1), (249, 1), (339, 1), (457, 1), (568, 1), (584, 1)]"
degradavam,"[(361, 1)]"
lotes,"[(25, 2), (108, 1), (119, 1), (229, 1)]"
tons,"[(40, 1), (295, 1), (442, 1)]"
idas,"[(82, 1)]"
demais,"[(27, 1), (37, 1), (48, 1), (61, 2), (103, 1), (105, 1), (127, 1), (212, 1), (237, 1), (268, 1), (273, 1), (289, 1), (340, 1), (404, 1), (433, 4), (465, 1), (470, 1), (496, 2), (544, 1), (572, 2), (573, 1), (577, 2), (633, 1)]"
jogador,"[(223, 1), (267, 1), (338, 1), (450, 1)]"
encontros,"[(25, 1), (229, 1), (327, 1), (566, 1)]"
falacioso,"[(404, 1)]"
encontrou,"[(11, 1), (185, 1), (526, 1)]"
sacou,"[(268, 1)]"
guia,"[(167, 1)]"
irritam,"[(306, 1)]"
comprometer,"[(103, 1), (585, 1)]"
burguesinho,"[(86, 1)]"
ipanema,"[(459, 1)]"
escolhido,"[(207, 1), (248, 1), (309, 1), (406, 1), (611, 1)]"
plantas,"[(104, 1), (252, 1), (304, 1), (516, 1)]"
plantar,"[(60, 1)]"
comércio,"[(104, 1), (119, 1), (158, 1), (179, 1), (207, 1), (212, 1), (229, 1), (304, 1), (525, 1), (579, 1), (585, 1), (592, 1)]"
filósofo,"[(57, 2), (72, 2), (162, 1), (297, 1), (555, 1), (593, 1)]"
atribuir,"[(64, 1), (99, 1), (102, 1), (582, 1)]"
ai-,"[(61, 2), (219, 1), (324, 3), (447, 1)]"
itamaraty,"[(51, 1)]"
perseguiu,"[(121, 1), (122, 1), (324, 1)]"
aberto,"[(51, 1), (57, 1), (124, 1), (137, 3), (146, 1), (195, 1), (276, 1), (315, 1), (355, 1), (445, 1), (514, 1), (586, 1), (592, 1), (603, 1)]"
enfatizando,"[(523, 1)]"
superamos,"[(248, 1)]"
sofrimento,"[(160, 1), (615, 1)]"
olavo,"[(57, 2), (60, 6), (72, 10), (98, 1), (135, 1), (153, 1), (172, 1), (268, 3), (297, 13), (304, 1), (309, 1), (488, 1), (501, 1), (507, 2), (577, 2), (593, 8), (635, 1)]"
aberta,"[(13, 1), (64, 2), (146, 1), (223, 1), (260, 1), (367, 1), (403, 1), (483, 1), (566, 1), (579, 1), (593, 1), (610, 2)]"
observar,"[(137, 1), (192, 1), (217, 1), (372, 1), (398, 1)]"
azedo,"[(478, 1)]"
assegurar,"[(62, 1), (122, 1), (126, 1), (268, 1), (285, 1), (320, 1), (566, 1), (611, 1)]"
ure�,"[(623, 1)]"
bicicletada,"[(146, 1)]"
analogia,"[(102, 1), (239, 1)]"
andavam,"[(76, 1)]"
monopolizadores,"[(480, 1)]"
equivale,"[(201, 1), (343, 1), (555, 1), (593, 1)]"
hosik,"[(103, 1)]"
fest,"[(172, 1)]"
saraivada,"[(56, 1)]"
publicam,"[(586, 1)]"
falso,"[(121, 1), (315, 1), (327, 1), (345, 1), (367, 1), (429, 1), (505, 1), (508, 1), (521, 1), (577, 1)]"
reforço,"[(166, 1), (407, 1)]"
desinvestimento,"[(568, 1)]"
conseguiam,"[(496, 1)]"
obrigando-as,"[(132, 1)]"
barbaridades,"[(66, 1), (367, 1), (568, 1)]"
parcialmente,"[(505, 1)]"
represou,"[(17, 1)]"
diferenciada,"[(466, 1)]"
território,"[(17, 1), (380, 1), (517, 1), (545, 1), (568, 1), (582, 1), (583, 1), (609, 3)]"
marabá,"[(25, 1)]"
mudando,"[(249, 1), (252, 1)]"
problemático,"[(289, 1), (378, 1), (568, 1)]"
receberam,"[(56, 1), (243, 1), (278, 1), (340, 1), (572, 1)]"
vaga,"[(66, 1), (69, 1), (99, 1), (132, 1), (185, 1), (212, 1), (586, 1)]"
ex-presidente,"[(25, 1), (30, 1), (37, 4), (52, 3), (57, 1), (62, 24), (68, 1), (102, 1), (108, 5), (133, 2), (137, 1), (146, 3), (164, 1), (182, 1), (185, 2), (198, 3), (223, 1), (224, 2), (229, 1), (245, 1), (249, 1), (276, 4), (277, 1), (283, 1), (285, 1), (289, 1), (309, 1), (367, 1), (396, 1), (398, 3), (445, 1), (457, 7), (463, 1), (480, 1), (484, 1), (523, 1), (525, 1), (544, 1), (545, 1), (552, 1), (583, 1), (603, 1), (611, 2), (623, 1)]"
conseguido,"[(185, 1), (457, 1), (549, 1), (632, 1)]"
impedida,"[(398, 1)]"
ex-presidenta,"[(145, 1), (525, 2), (566, 1)]"
remo,"[(171, 1)]"
ex-senadora,"[(294, 1)]"
muros,"[(162, 1)]"
caymmi,"[(68, 2), (174, 6)]"
cuidem,"[(210, 1), (542, 1)]"
metade,"[(17, 2), (82, 1), (96, 1), (98, 1), (127, 1), (158, 1), (160, 1), (179, 2), (185, 1), (195, 1), (210, 1), (266, 2), (289, 1), (505, 1), (525, 1), (572, 1), (603, 1)]"
sousa,"[(80, 1), (167, 1), (635, 1)]"
velhos,"[(10, 1), (63, 1), (145, 1), (207, 1), (294, 1), (361, 1), (535, 1), (545, 1)]"
psicologia,"[(568, 3)]"
frequentava,"[(460, 1), (627, 1)]"
gustav,"[(121, 1)]"
proclamou,"[(37, 1)]"
anvisa,"[(118, 1)]"
passinhos,"[(55, 1)]"
comparativo,"[(421, 1)]"
concretamente,"[(568, 1)]"
excelente,"[(33, 1), (223, 1), (471, 1), (516, 1), (577, 1)]"
evitam,"[(76, 1)]"
republiqueta,"[(229, 1)]"
basearem,"[(130, 1)]"
treinado,"[(294, 1)]"
fizeram,"[(10, 2), (28, 1), (34, 1), (46, 2), (55, 2), (56, 1), (174, 1), (219, 1), (248, 1), (252, 1), (300, 1), (362, 1), (379, 1), (400, 1), (471, 2), (477, 1), (505, 1), (525, 1), (544, 1), (572, 1), (577, 1), (627, 2)]"
historiador,"[(121, 1), (179, 2), (297, 1), (427, 2)]"
apoiaram,"[(34, 1), (153, 1), (465, 1), (470, 1)]"
aloprado,"[(542, 1)]"
vaca,"[(478, 3)]"
tóxicos,"[(123, 1)]"
sigiloso,"[(17, 1)]"
descuido,"[(519, 1)]"
surpresa,"[(71, 1), (104, 1), (252, 2), (260, 1), (267, 1), (268, 1), (316, 1), (379, 1), (415, 1), (525, 2), (615, 1), (623, 1)]"
trabalhando,"[(10, 1), (108, 1), (252, 1), (301, 1), (562, 1), (592, 1)]"
nacionalismo,"[(34, 1), (121, 1), (179, 1), (572, 1)]"
anual,"[(345, 1)]"
espanho,"[(27, 1)]"
stroessner,"[(51, 1), (153, 1), (309, 2)]"
indicando,"[(102, 1), (223, 1), (407, 2), (531, 1)]"
transformações,"[(63, 1), (195, 1)]"
funkeiro,"[(55, 2)]"
rousseffo,"[(260, 1), (354, 1), (575, 1)]"
encontrá-lo,"[(33, 1)]"
ponderam,"[(559, 1)]"
espanha,"[(17, 1), (583, 1)]"
praticaria,"[(380, 1)]"
conscientes,"[(27, 1)]"
raid,"[(385, 1)]"
ambientes,"[(30, 1), (40, 1), (57, 2)]"
margarethe,"[(121, 1)]"
visando,"[(3, 1), (10, 1), (572, 2)]"
alarmantes,"[(294, 1), (561, 1)]"
despontou,"[(252, 1)]"
hana,"[(417, 1)]"
nia,"[(25, 1), (37, 1), (82, 2), (119, 1), (121, 2), (146, 2), (167, 1), (179, 3), (283, 1), (285, 1), (292, 1), (460, 3), (483, 1), (525, 1), (554, 1), (572, 1), (582, 4), (583, 1), (603, 1)]"
palácios,"[(58, 1)]"
retuítem,"[(289, 1)]"
inrisincero,"[(420, 1)]"
insignificantes,"[(291, 1)]"
phelipe,"[(554, 2)]"
abriria,"[(57, 1)]"
prendê-lo,"[(584, 1)]"
retuítes,"[(289, 3)]"
artística,"[(179, 1), (278, 1), (295, 1), (540, 1)]"
estourar,"[(51, 1), (239, 1)]"
incentivo,"[(17, 1), (98, 1), (162, 1), (171, 1), (346, 1)]"
raiz,"[(166, 1), (236, 1), (252, 1)]"
artístico,"[(40, 1), (162, 1), (174, 1)]"
mil,"[(17, 4), (25, 1), (30, 1), (33, 1), (34, 1), (55, 1), (57, 1), (82, 1), (103, 2), (108, 9), (113, 1), (118, 1), (119, 1), (121, 1), (123, 1), (158, 4), (160, 3), (179, 1), (185, 3), (201, 1), (210, 1), (219, 1), (227, 1), (249, 2), (289, 6), (304, 2), (309, 1), (343, 1), (345, 2), (358, 1), (380, 3), (384, 2), (401, 1), (421, 1), (449, 1), (457, 1), (462, 2), (515, 1), (519, 1), (533, 1), (542, 2), (545, 2), (560, 2), (566, 2), (573, 2), (577, 15), (579, 3), (586, 1), (593, 1), (611, 1)]"
tolice,"[(34, 1)]"
médicos,"[(118, 11), (179, 1), (223, 1), (322, 1), (566, 1)]"
vermont,"[(207, 1)]"
linhaça,"[(252, 1)]"
piazza,"[(146, 1)]"
deocupações,"[(80, 1)]"
campo,"[(25, 3), (30, 1), (52, 1), (57, 1), (108, 1), (121, 2), (123, 1), (130, 4), (138, 3), (146, 2), (167, 1), (174, 1), (179, 3), (183, 1), (185, 1), (208, 1), (212, 1), (229, 1), (237, 1), (243, 1), (264, 1), (283, 2), (285, 1), (294, 2), (367, 1), (483, 1), (519, 6), (534, 1), (544, 1), (550, 1), (566, 1), (568, 1), (575, 1), (579, 1), (590, 2), (597, 1)]"
destroçado,"[(445, 1)]"
ocupei,"[(30, 1)]"
deixe,"[(27, 1), (165, 1)]"
diretora,"[(235, 1), (378, 1), (433, 2), (448, 1)]"
emblemático,"[(37, 1), (62, 1), (433, 1)]"
deixa,"[(13, 1), (57, 1), (72, 1), (102, 1), (103, 1), (147, 1), (210, 1), (267, 1), (331, 1), (340, 1), (361, 1), (368, 1), (445, 1), (451, 1), (505, 1), (552, 2), (553, 1)]"
residente,"[(573, 1)]"
coragem,"[(30, 1), (82, 1), (174, 2), (208, 1), (249, 1), (514, 1), (557, 2), (597, 1), (629, 2)]"
cúcuta,"[(583, 1)]"
jurídica,"[(62, 2), (324, 1), (357, 1), (465, 1), (531, 1), (560, 1), (585, 1), (590, 1), (611, 2)]"
mamma,"[(69, 1)]"
�rios,"[(27, 1)]"
palmeiras,"[(127, 2), (160, 1), (171, 1)]"
figuras,"[(17, 1), (57, 1), (235, 2), (252, 1), (376, 2), (448, 1), (577, 2), (627, 1)]"
figurar,"[(289, 1)]"
the,"[(15, 5), (16, 1), (146, 4), (207, 4), (289, 4), (330, 3), (385, 3), (587, 2)]"
comedimento,"[(264, 1)]"
transferidos,"[(17, 1), (103, 1)]"
lê-lo,"[(102, 1)]"
emitir,"[(514, 1)]"
excluindo,"[(304, 1)]"
desembargador,"[(105, 1), (198, 2), (217, 2), (223, 1), (451, 2), (570, 1)]"
pegassem,"[(568, 1)]"
negou,"[(34, 1), (76, 1), (82, 2), (294, 1), (531, 1), (566, 1)]"
prêmio,"[(146, 1), (174, 1), (237, 3), (239, 1), (278, 6), (403, 1), (427, 1), (478, 1), (523, 2), (525, 2), (632, 1)]"
petição,"[(33, 1), (102, 1), (160, 1), (217, 1), (289, 1), (514, 1), (577, 2)]"
coesão,"[(289, 1)]"
newton,"[(162, 1), (248, 4), (433, 2)]"
contradição,"[(223, 1), (283, 1)]"
flagrado,"[(136, 1), (327, 1), (457, 1)]"
olhares,"[(582, 1)]"
batatas,"[(429, 1)]"
contorcionismo,"[(105, 1)]"
passará,"[(278, 1), (297, 1), (568, 1)]"
novos,"[(51, 2), (56, 1), (76, 1), (121, 1), (123, 2), (127, 1), (145, 1), (167, 1), (185, 1), (210, 1), (237, 1), (264, 1), (289, 1), (331, 1), (372, 1), (380, 1), (418, 1), (526, 1), (535, 2)]"
sÓ,"[(577, 1), (586, 1)]"
elevação,"[(17, 1), (488, 1)]"
antes,"[(6, 1), (10, 1), (25, 2), (27, 3), (52, 1), (56, 1), (57, 5), (59, 1), (60, 3), (62, 1), (76, 1), (82, 1), (91, 1), (93, 1), (94, 1), (98, 1), (102, 1), (103, 1), (108, 2), (112, 1), (118, 1), (127, 3), (133, 1), (134, 1), (153, 2), (158, 1), (167, 2), (174, 1), (185, 1), (187, 1), (193, 1), (194, 2), (207, 1), (217, 1), (223, 1), (237, 3), (243, 1), (248, 1), (249, 1), (250, 1), (252, 2), (270, 2), (273, 2), (277, 3), (282, 1), (289, 1), (294, 1), (304, 1), (309, 1), (324, 2), (327, 1), (361, 1), (367, 4), (372, 1), (373, 1), (394, 1), (404, 1), (407, 1), (409, 1), (418, 2), (424, 1), (427, 1), (449, 1), (477, 1), (503, 1), (514, 1), (525, 3), (535, 1), (542, 1), (552, 1), (560, 1), (573, 3), (577, 2), (579, 2), (582, 1), (583, 1), (586, 2), (590, 2), (593, 2), (623, 2)]"
explorado,"[(63, 1), (103, 1), (137, 1), (517, 1)]"
pt-sp,"[(406, 1), (520, 1)]"
bonemer,"[(592, 1)]"
matilde,"[(633, 1)]"
ensaiada,"[(362, 1)]"
encarregados,"[(404, 1)]"
companheiro,"[(30, 1), (275, 1)]"
condenados,"[(76, 1), (229, 2), (318, 1), (454, 1), (577, 1)]"
ganhava,"[(483, 1)]"
mindfulness,"[(615, 1)]"
marginal,"[(544, 1)]"
passivo,"[(560, 1)]"
perfiladas,"[(278, 1)]"
expelled,"[(16, 1)]"
só,"[(13, 1), (30, 1), (33, 1), (34, 1), (46, 1), (51, 3), (55, 18), (57, 3), (60, 1), (61, 2), (62, 1), (63, 1), (68, 1), (86, 1), (91, 1), (97, 1), (102, 4), (103, 2), (112, 1), (118, 1), (121, 1), (123, 1), (127, 3), (128, 1), (129, 1), (134, 1), (137, 1), (138, 1), (145, 3), (153, 3), (158, 1), (166, 1), (167, 2), (171, 1), (179, 1), (182, 1), (194, 3), (198, 1), (208, 1), (210, 2), (214, 2), (217, 1), (223, 5), (229, 2), (232, 1), (237, 4), (238, 1), (239, 1), (249, 3), (251, 2), (252, 9), (255, 2), (260, 1), (266, 2), (268, 1), (273, 3), (276, 2), (277, 1), (278, 2), (282, 2), (283, 1), (289, 3), (294, 2), (297, 7), (304, 1), (306, 1), (308, 1), (309, 1), (316, 1), (323, 1), (345, 2), (352, 2), (360, 1), (361, 1), (367, 1), (378, 1), (379, 1), (398, 2), (408, 1), (409, 1), (412, 1), (418, 2), (421, 1), (424, 1), (433, 1), (442, 1), (447, 1), (462, 1), (465, 2), (470, 1), (471, 1), (478, 2), (480, 2), (486, 1), (488, 1), (496, 1), (501, 1), (502, 3), (508, 2), (514, 2), (519, 1), (525, 7), (526, 1), (534, 1), (544, 2), (546, 1), (550, 2), (560, 1), (568, 3), (572, 3), (577, 2), (579, 1), (582, 1), (584, 1), (585, 3), (586, 1), (590, 1), (597, 3), (611, 3), (622, 1), (625, 1), (627, 5), (632, 2), (633, 2)]"
gentili,"[(289, 1), (633, 1)]"
forçou,"[(122, 1)]"
traumatizou,"[(633, 1)]"
maya,"[(550, 1)]"
